folioviv,foliohog,numren,id_trabajo,tipoact,numprod,codigo,cosecha,aparce,nocos,vendio,uso_hog,uso_prod,deu_hog,deu_neg,pag_trab,uso_reg,uso_int,cicloagr,cantidad,cant_venta,vtapie,valor,preciokg,val_venta
2062710910,1,01,2,4,02,229,1,2, ,1,1,2,2,2,2,2,2,3,1,1, ,960,666.66,800
2062710910,1,01,2,4,03,165,1,2, ,1,1,2,2,2,2,2,2,3,1,1, ,840,666.66,750
2062710910,1,01,2,4,04,089,1,2, ,1,1,2,2,2,2,2,2,3,3,2, ,540,200,450
2062710910,1,01,2,4,05,071,1,2, ,1,1,2,2,2,2,2,2,3,150,100, ,3000,20,2000
2062710910,1,01,2,5,01,263,0,2, ,1,1,2,2,2,2,2,2, ,20,6, ,1080,180,1080
2062710910,1,01,2,5,02,251,0,2, ,1,1,2,2,2,2,2,2, ,10,4, ,800,200,800
2062710910,1,01,2,5,03,246,0,2, ,1,2,2,2,2,2,2,2, ,2,1, ,2300,2500,2300
2062710911,1,01,1,4,01,037,1,2, ,2,1,2,2,2,2,2,2,1,20, , ,1600,80, 
2062710911,1,01,1,4,02,071,1,2, ,1,1,2,2,2,2,2,2,3,240,160, ,3600,15,2400
2062710911,1,01,1,4,03,187,1,2, ,1,1,2,2,2,2,1,1,3,180,54, ,2700,15,810
2062710911,1,01,1,5,01,250,0,2, ,1,1,2,2,2,2,2,2, ,15,5, ,2700,180,900
2062710911,1,01,1,5,02,263,0,2, ,1,1,2,2,2,2,2,2, ,16,6, ,2880,180,1080
2062710911,1,01,1,5,03,246,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,2500,2500, 
2062710912,1,01,1,4,01,037,1,2, ,2,1,2,2,2,2,2,2,1,150, , ,12000,80, 
2062710912,1,01,1,4,02,140,2,2,1, , , , , , , , , , , , , , , 
2062710912,1,01,1,4,03,088,1,2, ,2,1,2,2,2,2,2,2,1,20, , ,240,12, 
2062710912,1,01,1,4,04,194,2,2,1, , , , , , , , , , , , , , , 
2062710912,1,01,1,5,01,251,0,2, ,2,1,2,2,2,2,2,2, ,5, , ,1000,200, 
2062710912,1,01,1,5,02,250,0,2, ,2,1,2,2,2,2,2,2, ,15, , ,2700,180, 
2062710912,1,01,1,5,03,263,0,2, ,2,1,2,2,2,2,2,2, ,15, , ,2700,180, 
2062710912,1,01,1,5,04,279,0,2, ,2,1,2,2,2,2,2,2, ,16, , ,1160,4, 
2062713015,1,01,1,4,01,198,1,2, ,1,1,1,2,2,2,2,2,3,12000,11200, ,47000,4,44800
2062713015,1,01,1,4,02,194,1,2, ,2,2,1,2,2,2,2,2,3,200, , ,2000,1, 
2062713015,1,02,1,5,01,244,0,2, ,1,2,2,2,2,2,2,2, ,4,2, ,8000,2000,4000
2062713015,1,02,1,5,02,246,0,2, ,2,2,2,2,2,2,2,2, ,2, , ,4000,2000, 
2062713015,1,02,1,5,03,250,0,2, ,1,2,2,2,2,2,2,2, ,10,4, ,2000,200,800
2062713015,1,02,1,5,04,251,0,2, ,2,2,2,2,2,2,2,2, ,3, , ,750,250, 
2062713015,1,02,1,5,05,263,0,2, ,2,2,2,2,2,2,2,2, ,5, , ,250,50, 
2062713016,1,01,1,4,01,139,2,1,1, , , , , , , , , , , , , , , 
2062713016,1,01,1,4,02,140,1,2, ,2,1,1,2,2,2,1,2,3,300, , ,3900,13, 
2062713016,1,01,1,4,03,088,1,2, ,2,1,2,2,2,2,2,2,3,50, , ,200,4, 
2062713016,1,01,1,4,04,098,1,2, ,2,1,1,2,2,2,2,2,3,40, , ,1500,37.5, 
2062713016,1,01,1,4,05,194,1,2, ,2,2,1,2,2,2,2,2,3,160, , ,960,6, 
2062713016,1,02,1,5,01,244,0,2, ,1,1,2,2,2,2,2,2, ,9,2, ,24750,2750,5500
2062713016,1,02,1,5,02,251,0,2, ,1,2,2,2,2,2,2,2, ,5,2, ,1250,250,500
2062713016,1,02,1,5,03,263,0,2, ,2,2,2,2,2,2,2,2, ,20, , ,1200,60, 
2062713016,1,02,1,5,04,250,0,2, ,1,2,2,2,2,2,2,2, ,10,5, ,1800,180,900
2062713016,1,02,1,5,05,279,0,2, ,1,1,2,2,2,2,2,2, ,19,15, ,874,46,690
2062713320,1,01,1,4,01,140,1,1, ,1,1,2,2,2,2,2,2,3,500,400, ,5000,10,4000
2062713320,1,01,1,4,02,194,2,1,7, , , , , , , , , , , ,2000, , , 
2062713320,1,01,1,4,03,133,2,2,2, , , , , , , , , , , , , , , 
2062713320,1,01,1,4,04,186,2,2,1, , , , , , , , , , , , , , , 
2062713320,1,01,1,4,05,112,2,2,1, , , , , , , , , , , , , , , 
2062713320,1,01,1,4,06,139,2,2,1, , , , , , , , , , , , , , , 
2062713320,1,01,1,4,07,108,2,2,1, , , , , , , , , , , , , , , 
2062713320,1,01,1,4,08,216,2,2,1, , , , , , , , , , , , , , , 
2062713323,1,01,1,6,01,453,0, , ,1,2,2,2,2,2,2,2, ,300,300, ,67500,225,67500
2062713323,1,01,1,6,02,473,0, , ,1,2,2,2,2,2,2,2, ,18000,18000, ,54000,3,54000
2062713601,1,01,1,4,01,140,2,2,1, , , , , , , , , , , , , , , 
2062713601,1,01,1,4,02,139,2,2,1, , , , , , , , , , , , , , , 
2062713601,1,02,1,5,01,244,0,2, ,2,1,2,2,2,2,2,2, ,2, , ,3000,1500, 
2062713601,1,02,1,5,02,262,0,2, ,1,2,2,2,2,2,2,2, ,22,2, ,1100,50,100
2062713601,1,02,1,5,03,251,0,2, ,2,1,2,2,2,2,2,2, ,2, , ,400,200, 
2062713601,1,02,1,5,04,250,0,2, ,2,1,2,2,2,2,2,2, ,14, , ,2800,200, 
2062713601,1,02,1,5,05,279,0,2, ,1,1,2,2,2,2,2,2, ,455,325, ,2100,3,1500
2062713601,1,02,1,5,06,246,0,2, ,2,1,2,2,2,2,2,2, ,2, , ,10000,5000, 
2062713602,1,02,2,5,01,251,0,2, ,2,2,2,2,2,2,2,2, ,18, , ,4500,250, 
2062713602,1,02,2,5,02,254,0,2, ,2,2,2,2,2,2,2,2, ,11, , ,6600,600, 
2062713602,1,02,2,5,03,250,0,2, ,2,2,2,2,2,2,1,2, ,19, , ,4750,250, 
2062713602,1,02,2,5,04,279,0,2, ,2,1,2,2,2,2,1,2, ,7, , ,350,3.5, 
2062713603,1,01,1,4,01,139,1,2, ,1,2,2,2,2,2,2,2,1,9000,9000, ,27000,3,27000
2062713603,1,01,1,4,02,139,2,1,1, , , , , , , , , , , , , , , 
2062713603,1,01,1,4,03,133,2,2,1, , , , , , , , , , , , , , , 
2062713603,1,02,1,5,01,262,0,2, ,2,2,2,2,2,2,2,2, ,20, , ,600,30, 
2062713603,1,02,1,5,02,250,0,2, ,1,1,2,2,2,2,1,2, ,15,10, ,3000,200,2000
2062713603,1,02,1,5,03,251,0,2, ,2,1,2,2,2,2,2,2, ,3, , ,600,200, 
2062713603,1,02,1,5,04,279,0,2, ,1,1,2,2,2,2,1,2, ,20,3, ,1050,3.5,140
2062713605,1,01,1,6,01,453,0, , ,1,2,2,2,2,2,2,2, ,60,60, ,36000,600,36000
2062713605,1,01,1,6,02,473,0, , ,1,1,2,2,2,2,1,2, ,6,1, ,2400,400,400
2062713605,1,01,2,4,01,139,2,2,1, , , , , , , , , , , , , , , 
2062713605,1,01,2,4,02,140,1,1, ,2,1,2,2,2,2,1,2,1,1500, , ,15000,10, 
2062713605,1,01,2,4,03,088,1,1, ,2,1,2,2,2,2,2,2,1,30, , ,390,13, 
2062713605,1,01,2,4,04,098,1,1, ,2,1,2,2,2,2,2,2,1,100, , ,3000,30, 
2062713605,1,01,2,4,05,198,1,2, ,1,1,2,2,2,2,2,2,1,1500,1400, ,9000,6,8400
2062713605,1,01,2,4,06,040,1,2, ,2,2,1,2,2,2,2,2,2,3000, , ,144000,48, 
2062713605,1,01,2,4,07,199,1,2, ,1,1,2,2,2,2,2,2,1,600,400, ,72000,120,48000
2062713605,1,01,2,4,08,216,2,2,1, , , , , , , , , , , , , , , 
2062713605,1,01,2,4,09,161,2,2,1, , , , , , , , , , , , , , , 
2062713605,1,01,2,4,10,194,1,1, ,2,2,2,2,2,2,1,2,1,2000, , ,4000,2, 
2062713606,1,01,1,6,01,453,0, , ,1,2,2,2,2,2,2,2, ,168,168, ,50400,300,50400
2062713606,1,01,1,6,02,473,0, , ,1,1,2,2,2,2,1,2, ,1,1, ,300,300,210
2062713606,1,01,2,4,01,139,2,1,1, , , , , , , , , , , , , , , 
2062713606,1,01,2,4,02,140,2,1,1, , , , , , , , , , , , , , , 
2062713606,1,01,2,4,03,088,1,1, ,2,1,2,2,2,2,1,2,1,40, , ,800,20, 
2062713606,1,01,2,4,04,194,1,1, ,2,2,1,2,2,2,2,2,1,175, , ,350,2, 
2062713807,1,01,1,5,01,244,0,2, ,2,2,2,2,2,2,2,2, ,6, , ,7200,1200, 
2062713808,1,01,1,4,01,140,2,2,1, , , , , , , , , , , , , , , 
2062713808,1,01,1,4,02,133,1,2, ,1,2,2,2,2,2,2,2,3,720,720, ,18000,15,18000
2062713809,1,01,1,6,01,453,0, , ,1,2,2,2,2,2,2,2, ,120,120, ,48000,400,48000
2062713809,1,01,2,4,01,139,2,2,1, , , , , , , , , , , , , , , 
2062713809,1,01,2,4,02,216,2,2,1, , , , , , , , , , , , , , , 
2062713809,1,01,2,4,03,161,2,2,1, , , , , , , , , , , , , , , 
2062713810,1,01,1,4,01,198,1,1, ,1,2,2,2,2,2,2,2,2,8000,8000, ,40000,5,40000
2062713812,1,01,1,4,01,139,2,2,1, , , , , , , , , , , , , , , 
2062729019,1,01,1,4,01,140,1,1, ,2,1,1,2,2,2,1,2,2,150, , ,2250,15, 
2062729019,1,01,1,4,02,088,1,1, ,2,1,2,2,2,2,1,2,2,20, , ,300,15, 
2062729019,1,01,1,4,03,194,1,1, ,1,2,1,2,2,2,1,2,2,62,20, ,310,5,200
2062729019,1,01,1,4,04,098,1,1, ,1,1,1,2,2,2,2,2,2,110,20, ,4200,35,700
2062729019,1,01,1,4,05,040,1,1, ,2,1,2,2,2,2,1,2,2,50, , ,1250,25, 
2062729019,1,01,1,4,06,199,1,1, ,1,1,1,2,2,2,2,2,2,8,3, ,400,50,150
2062729019,1,01,1,4,07,087,1,1, ,2,1,2,2,2,2,2,2,2,25, , ,500,20, 
2062729021,1,01,1,4,01,140,1,2, ,1,1,1,2,2,2,2,2,2,450,50, ,6750,15,750
2062729021,1,01,1,4,02,194,1,2, ,2,2,1,2,2,2,2,2,2,400, , ,2400,6, 
2062729021,1,01,1,4,03,098,1,2, ,1,1,1,2,2,2,1,2,2,300,50, ,10500,35,1750
2062729021,1,01,1,4,04,088,1,2, ,2,1,2,2,2,2,1,2,2,50, , ,750,15, 
2062729024,1,01,1,4,01,140,1,2, ,2,1,1,2,2,2,2,2,2,200, , ,3000,15, 
2062729024,1,01,1,4,02,194,1,2, ,2,2,1,2,2,2,2,2,2,70, , ,350,5, 
2062729024,1,01,1,4,03,088,1,2, ,2,1,2,2,2,2,1,2,2,40, , ,600,15, 
2062729024,1,01,1,4,04,098,1,2, ,2,1,1,2,2,2,1,2,2,100, , ,3500,35, 
2062729301,1,01,1,4,01,002,1,1, ,2,1,1,2,2,2,2,2,3,30, , ,360,12, 
2062729301,1,01,1,4,02,098,1,2, ,2,1,1,2,2,2,2,2,3,5, , ,175,35, 
2062729301,1,01,1,4,03,074,1,2, ,1,1,2,2,2,2,2,2,2,10,5, ,350,35,175
2062729301,1,01,1,4,04,058,1,2, ,1,2,2,2,2,2,2,2,1,10,10, ,250,10,250
2062729301,1,01,1,4,05,037,1,2, ,2,1,2,2,2,2,2,2,1,5, , ,200,40, 
2062729301,1,01,1,4,06,194,1,2, ,2,2,2,2,2,2,2,2,3,8, , ,1,8, 
2062729305,1,01,2,4,01,098,1,2, ,2,1,1,2,2,2,1,2,1,20, , ,800,40, 
2062729305,1,01,2,4,02,140,1,2, ,2,1,1,2,2,2,1,2,1,100, , ,800,8, 
2062729305,1,01,2,4,03,194,1,2, ,1,2,2,2,2,2,2,2,1,50,50, ,150,6,150
2062729305,1,01,2,4,04,199,1,2, ,1,1,2,2,2,2,1,2,1,10,2, ,800,80,160
2062729608,1,01,1,4,01,140,1,2, ,2,1,1,2,2,2,2,2,2,50, , ,750,15, 
2062729608,1,01,1,4,02,194,1,2, ,2,2,1,2,2,2,2,2,2,8, , ,40,5, 
2062729608,1,01,1,4,03,087,1,2, ,2,1,1,2,2,2,1,2,2,5, , ,125,25, 
2062729611,1,01,1,4,01,140,1,2, ,2,1,2,2,2,2,1,2,1,100, , ,1200,12, 
2062729611,1,01,1,4,02,098,1,2, ,2,1,2,2,2,2,1,2,1,40, , ,1600,40, 
2062729611,1,01,1,4,03,003,2,2,1, , , , , , , , , , , , , , , 
2062729611,1,01,1,4,04,085,2,2,1, , , , , , , , , , , , , , , 
2062729611,1,01,1,4,05,194,1,2, ,2,2,2,2,2,2,2,2,1,50, , ,200,4, 
2062794213,1,03,1,4,01,140,1,2, ,1,1,1,2,2,2,2,2,1,1000,588, ,12000,12,7056
2062794213,1,03,1,4,02,088,1,2, ,2,1,2,2,2,2,2,2,1,14, , ,210,15, 
2062794213,1,03,1,4,03,048,1,2, ,1,1,1,2,2,2,2,2,1,100,35, ,3000,30,1200
2062794213,1,03,1,4,04,087,1,2, ,1,1,2,2,2,2,1,2,1,50,23, ,1250,25,575
2062794213,1,03,1,4,05,194,1,2, ,2,2,1,2,2,2,2,2,1,600, , ,1800,3, 
2062794213,1,03,1,5,01,246,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,1500,1500, 
2062794213,1,03,1,5,02,250,0,2, ,2,1,2,2,2,2,2,2, ,17, , ,3400,200, 
2062794213,1,03,1,5,03,251,0,2, ,2,1,2,2,2,2,2,2, ,5, , ,1250,250, 
2062794213,1,03,1,5,04,279,0,2, ,1,1,2,2,2,2,2,2, ,32,20, ,2400,75,1500
2062794214,1,01,1,4,01,074,1,2, ,1,1,1,2,2,2,1,2,1,260,230, ,9100,35,8050
2062794214,1,01,1,4,02,140,1,2, ,2,1,1,2,2,2,2,2,1,200, , ,2400,12, 
2062794214,1,01,1,4,03,002,1,1, ,2,1,2,2,2,2,1,2,1,20, , ,300,15, 
2062794214,1,01,1,4,04,194,1,2, ,1,2,2,2,2,2,2,2,1,240,240, ,1200,5,1200
2062794215,1,01,1,4,01,140,1,2, ,1,1,1,2,2,2,2,2,1,300,100, ,3600,12,1200
2062794215,1,01,1,4,02,088,1,2, ,2,1,2,2,2,2,1,2,1,20, , ,400,20, 
2062794215,1,01,1,4,03,098,1,2, ,2,1,1,2,2,2,2,2,1,6, , ,180,30, 
2062794215,1,01,1,4,04,087,1,2, ,2,1,2,2,2,2,1,2,1,4, , ,80,20, 
2062794215,1,01,1,4,05,194,1,2, ,2,2,1,2,2,2,2,2,1,280, , ,840,3, 
2062794215,1,01,1,5,01,241,0,2, ,2,2,2,2,2,2,2,2, ,8, , ,12800,1600, 
2062794216,1,02,1,4,01,140,2,2,1, , , , , , , , , , , , , , , 
2062794216,1,02,1,4,02,088,1,2, ,2,1,2,2,2,2,2,2,2,12, , ,240,20, 
2062794216,1,02,1,4,03,032,1,2, ,1,1,2,2,2,2,2,2,2,15,11, ,225,15,165
2062794216,1,02,1,4,04,058,1,2, ,1,1,2,2,2,2,2,2,2,190,187, ,2280,12,2244
2062794216,1,02,1,4,05,059,1,2, ,1,1,2,2,2,2,2,2,1,50,42, ,750,15,630
2062794217,1,04,1,4,01,174,1,2, ,1,1,2,2,2,2,1,2,1,1000,980, ,10000,10,9800
2062794217,1,04,1,4,02,130,1,2, ,1,1,2,2,2,2,1,2,2,234,227, ,3510,15,3405
2062794217,1,04,1,4,03,088,1,2, ,2,1,2,2,2,2,1,2,1,20, , ,400,20, 
2062794217,1,04,1,4,04,140,2,2,1, , , , , , , , , , , , , , , 
2062794217,1,04,1,4,05,211,2,2,1, , , , , , , , , , , , , , , 
2062794217,1,04,1,5,01,244,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,3000,1500, 
2062794217,1,04,1,5,02,246,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,1500,1500, 
2062794421,1,01,2,4,01,140,1,2, ,2,1,1,2,2,2,2,2,1,480, , ,7200,15, 
2062794421,1,01,2,4,02,088,1,2, ,2,1,2,2,2,2,2,2,1,4, , ,160,40, 
2062794421,1,01,2,4,03,074,1,2, ,2,1,1,2,2,2,2,2,1,10, , ,200,20, 
2062794421,1,01,2,4,04,194,1,2, ,2,2,1,2,2,2,2,2,1,240, , ,450,1.87, 
2062794422,1,01,1,4,01,140,1,1, ,2,1,1,2,2,2,2,2,1,60, , ,900,15, 
2062794422,1,01,1,4,02,088,1,1, ,2,1,2,2,2,2,2,2,1,50, , ,1000,20, 
2062794422,1,01,1,4,03,098,1,1, ,1,1,2,2,2,2,2,2,1,60,40, ,1800,30,1200
2062794422,1,01,1,4,04,079,1,2, ,1,2,2,2,2,2,2,2,3,175,175, ,5250,30,5250
2062794422,1,01,1,4,05,212,1,2, ,1,2,2,2,2,2,2,2,1,60,60, ,600,10,600
2062794422,1,01,1,4,06,095,1,2, ,1,2,2,2,2,2,2,2,3,200,60, ,6000,30,1800
2062794422,1,01,1,4,07,194,1,2, ,1,2,1,2,2,2,2,2,1,300,100, ,600,2,200
2062794422,1,01,1,4,08,115,1,2, ,2,1,2,2,2,2,2,2,1,5, , ,100,20, 
2062794422,1,01,1,4,09,039,1,2, ,2,1,2,2,2,2,2,2,1,20, , ,360,18, 
2062794423,1,01,1,4,01,140,1,2, ,2,1,1,2,2,2,2,2,2,200, , ,3000,15, 
2062794423,1,01,1,4,02,088,1,2, ,2,1,2,2,2,2,2,2,2,8, , ,240,30, 
2062794423,1,01,1,4,03,079,1,2, ,1,2,2,2,2,2,2,2,2,1500,1500, ,30000,20,30000
2062794423,1,01,1,4,04,194,1,2, ,2,2,1,2,2,2,2,2,2,900, , ,1200,1.33, 
2062794424,1,02,1,4,01,140,1,2, ,2,1,2,2,2,2,2,2,1,125, , ,1875,15, 
2062794424,1,02,1,4,02,088,1,2, ,2,1,2,2,2,2,2,2,1,13, , ,300,23.07, 
2062794424,1,02,1,4,03,098,1,2, ,2,1,1,2,2,2,2,2,1,16, , ,960,60, 
2062794424,1,02,1,4,04,074,1,2, ,1,1,1,2,2,2,2,2,1,25,15, ,500,20,300
2062794424,1,02,1,4,05,194,1,2, ,1,2,2,2,2,2,2,2,1,150,150, ,250,1.66,250
2062794702,1,01,1,4,01,098,2,2,3, , , , , , , , , , , , , , , 
2062794702,1,01,1,4,02,074,2,2,3, , , , , , , , , , , , , , , 
2062794702,1,01,1,4,03,140,2,2,1, , , , , , , , , , , , , , , 
2062794702,1,01,1,4,04,212,1,2, ,1,1,2,2,2,2,1,2,2,808,7700, ,8080,10,7000
2062794703,1,01,1,4,01,211,1,2, ,1,1,2,2,2,2,2,2,3,30000,28700, ,150000,5,143500
2062794703,1,01,1,4,02,174,1,2, ,1,1,2,2,2,2,2,2,2,15000,14740, ,45000,3,44220
2062794703,1,01,1,4,03,212,1,2, ,1,1,2,2,2,2,2,2,2,10000,9740, ,50000,5,48700
2062794704,1,01,1,4,01,211,1,2, ,1,1,2,2,2,2,1,2,2,14000,13640, ,140000,20,136400
2062794704,1,01,1,4,02,212,1,2, ,1,1,2,2,2,2,1,2,2,4000,3960, ,40000,20,39600
2062794704,1,01,1,4,03,087,1,2, ,1,1,2,2,2,2,1,2,2,500,485, ,10000,20,9700
2062794704,1,01,1,4,04,140,1,2, ,2,1,1,2,2,2,2,2,1,500, , ,6000,12, 
2062794704,1,01,1,4,05,079,1,2, ,1,1,2,2,2,2,1,2,2,2500,2478, ,66600,40,66552
2062794704,1,01,1,4,06,194,1,2, ,2,2,1,2,2,2,2,2,1,1500, , ,15000,10, 
2062794706,1,01,2,4,01,140,1,2, ,2,1,1,2,2,2,2,2,1,250, , ,3000,12, 
2062794706,1,01,2,4,02,098,1,2, ,2,1,1,2,2,2,2,2,2,25, , ,1000,40, 
2062794706,1,01,2,4,03,074,1,2, ,2,1,2,2,2,2,2,2,2,12, , ,180,12, 
2062794706,1,01,2,4,04,049,1,2, ,1,1,1,2,2,2,2,2,2,30,20, ,600,25,500
2062794706,1,01,2,4,05,005,1,2, ,1,1,1,2,2,2,2,2,2,10,8, ,1500,150,1200
2062794706,1,01,2,4,06,194,1,2, ,2,2,1,2,2,2,2,2,1,50, , ,500,10, 
2062794907,1,01,1,4,01,140,1,2, ,1,1,1,2,2,2,1,2,1,1000,800, ,20000,20,16000
2062794907,1,01,1,4,02,098,1,2, ,1,2,1,2,2,2,2,2,1,200,200, ,8000,40,8000
2062794907,1,01,1,4,03,074,1,2, ,1,2,1,2,2,2,2,2,2,400,400, ,8000,20,8000
2062794907,1,01,1,4,04,194,1,2, ,2,2,1,2,2,2,2,2,1,200, , ,1000,5, 
2062794907,1,01,1,5,01,250,0,2, ,2,1,2,2,2,2,2,2, ,8, , ,2000,250, 
2062794907,1,01,1,5,02,279,0,2, ,2,1,2,2,2,2,2,2, ,10, , ,500,50, 
2062794911,1,01,1,4,01,140,1,2, ,1,1,1,2,2,2,2,2,1,500,400, ,10000,20,6000
2062794911,1,01,1,4,02,074,1,2, ,1,1,2,2,2,2,2,2,3,200,200, ,4000,20,4000
2062794911,1,01,1,4,03,212,1,2, ,1,1,2,2,2,2,2,2,3,300,300, ,600,20,6000
2062794911,1,01,1,4,04,194,1,2, ,2,2,1,2,2,2,2,2,1,50, , ,200,3, 
2062794911,1,01,1,5,01,250,0,2, ,2,1,2,2,2,2,2,2, ,6, , ,1800,300, 
2062794911,1,01,1,5,02,279,0,2, ,2,1,2,2,2,2,2,2, ,8, , ,400,50, 
2062827219,1,02,2,4,01,140,2,2,7, , , , , , , , , , , ,5000, , , 
2062827220,1,01,2,4,01,140,1,2, ,2,1,2,2,2,2,2,2,1,800, , ,8000,10, 
2062827220,1,01,2,4,02,088,2,2,3, , , , , , , , , , , , , , , 
2062827220,1,01,2,4,03,194,1,2, ,2,2,1,2,2,2,2,2,1,800, , ,1600,8, 
2062827220,1,01,2,4,04,229,1,2, ,2,1,2,2,2,2,2,2,1,36, , ,150,5, 
2062827220,1,01,2,4,05,111,1,2, ,2,1,2,2,2,2,2,2,1,3, , ,50,10, 
2062827505,1,01,1,4,01,140,2,2,7, , , , , , , , , , , ,2000, , , 
2062827505,1,01,1,4,02,040,2,2,2, , , , , , , , , , , , , , , 
2062827505,2,02,2,4,01,040,1,2, ,1,1,2,2,2,2,1,2,3,600,82, ,6000,20,820
2062827505,2,02,2,4,02,140,1,2, ,2,1,1,2,2,2,1,2,3,500, , ,5000,10, 
2062827505,2,02,2,4,03,081,1,2, ,2,1,1,2,2,2,2,2,3,20, , ,600,30, 
2062827505,2,02,2,4,04,229,1,2, ,2,1,2,2,2,2,2,2,3,286, , ,5200,125, 
2062827505,2,02,2,4,05,199,1,2, ,1,2,1,2,2,2,2,2,3,110,100, ,1100,150,1000
2062827505,2,02,2,4,06,194,1,2, ,2,2,1,2,2,2,2,2,3,100, , ,1000,10, 
2062827505,2,02,2,5,01,268,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,10000,10000, 
2062827505,2,02,2,5,02,240,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,7000,7000, 
2062827505,2,02,2,5,03,284,0,2, ,2,1,1,2,2,2,2,2, ,328, , ,5904,18, 
2062827707,1,02,2,5,01,274,0,2, ,2,2,2,2,2,2,2,2, ,7, , ,7000,1600, 
2062827707,1,02,2,5,02,271,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,15000,15000, 
2062827707,1,02,2,5,03,265,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,5000,5000, 
2062827709,1,03,1,5,01,250,0,2, ,1,1,2,2,2,2,2,2, ,16,9, ,2400,150,1350
2062827709,1,03,1,5,02,251,0,2, ,1,1,2,2,2,2,2,2, ,10,1, ,2000,200,200
2062827709,1,03,1,5,03,254,0,2, ,2,1,2,2,2,2,2,2, ,5, , ,1500,300, 
2062827709,1,03,1,5,04,262,0,2, ,2,2,2,2,2,2,2,2, ,2, , ,200,100, 
2062827709,1,03,1,5,05,279,0,2, ,1,1,2,2,2,2,1,2, ,20,13, ,1155,3.5,756
2062827711,1,01,2,4,01,140,2,2,1, , , , , , , , , , , , , , , 
2062827711,1,01,2,4,02,098,2,2,1, , , , , , , , , , , , , , , 
2062827711,1,01,2,4,03,039,2,2,1, , , , , , , , , , , , , , , 
2062827711,1,01,2,4,04,194,1,2, ,1,2,1,2,2,2,2,2,1,1200,800, ,3000,10,2000
2062827916,1,01,2,4,01,140,1,1, ,1,1,1,2,2,2,2,2,1,700,470, ,7000,10,4700
2062827916,1,01,2,4,02,088,1,1, ,2,1,2,2,2,2,2,2,1,10, , ,150,15, 
2062827916,1,01,2,4,03,185,1,1, ,1,2,1,2,2,2,2,2,1,4,3, ,400,100,300
2062827916,1,01,2,4,04,194,1,2, ,2,2,2,2,2,2,1,2,1,200, , ,600,3, 
2062827917,1,02,1,5,01,274,0,2, ,1,2,2,2,2,2,2,2, ,6,1, ,9000,1500,1500
2062827917,1,02,1,5,02,244,0,2, ,1,2,2,2,2,2,2,2, ,14,2, ,25200,1800,3600
2062827917,1,02,1,5,03,250,0,2, ,2,2,2,2,2,2,2,2, ,20, , ,4000,200, 
2062827917,1,02,1,5,04,251,0,2, ,2,2,2,2,2,2,2,2, ,5, , ,1250,250, 
2062827917,1,02,1,5,05,254,0,2, ,2,2,2,2,2,2,2,2, ,5, , ,5000,1000, 
2062827917,1,02,1,5,06,279,0,2, ,2,1,2,2,2,2,2,2, ,200, , ,9000,45, 
2062827918,1,10,1,4,01,140,1,2, ,1,1,1,2,2,2,2,2,1,2000,500, ,30000,15,7500
2062827918,1,10,1,4,02,088,1,2, ,2,1,2,2,2,2,2,2,1,50, , ,750,15, 
2062827918,1,10,1,4,03,098,1,2, ,1,1,1,2,2,2,2,2,1,300,100, ,9900,33,3300
2062827918,1,10,1,4,04,040,1,2, ,2,1,2,2,2,2,2,2,1,50, , ,500,10, 
2062827918,1,10,1,4,05,185,1,2, ,1,2,1,2,2,2,2,2,1,40,9, ,4000,100,900
2062827918,1,10,1,4,06,194,1,2, ,2,2,1,2,2,2,2,2,1,3000, , ,3000,3, 
2062827918,1,10,1,5,01,268,0,2, ,2,2,2,2,2,2,2,2, ,3, , ,30000,10000, 
2062827918,1,10,1,5,02,267,0,2, ,2,2,2,2,2,2,2,2, ,2, , ,50000,25000, 
2062827918,1,10,1,5,03,274,0,2, ,2,1,2,2,2,2,2,2, ,4, , ,6000,1500, 
2062827918,1,10,1,5,04,254,0,2, ,1,1,2,2,2,2,2,2, ,35,10, ,42000,1200,12000
2062827918,1,10,1,5,05,250,0,2, ,2,1,2,2,2,2,2,2, ,25, , ,5000,200, 
2062827918,1,10,1,5,06,263,0,2, ,2,2,2,2,2,2,2,2, ,10, , ,1200,120, 
2062827918,1,10,1,5,07,251,0,2, ,2,2,2,2,2,2,2,2, ,5, , ,1000,200, 
2062827918,1,10,1,5,08,279,0,2, ,2,1,2,2,2,2,2,2, ,200, , ,9000,45, 
2062827918,1,10,1,5,09,294,0,2, ,2,2,2,2,2,2,2,2, ,1000, , ,2000,2, 
2062829014,1,01,2,4,01,140,2,2,2, , , , , , , , , , , , , , , 
2062829014,1,01,2,4,02,088,1,2, ,2,1,2,2,2,2,2,2,1,20, , ,300,15, 
2062829014,1,01,2,4,03,194,1,2, ,1,2,2,2,2,2,2,2,1,360,360, ,1800,5,1800
2062829014,1,01,2,4,04,120,1,2, ,1,1,2,2,2,2,2,2,1,200,200, ,400,2,400
